estab_id,cnpj,razao_social,cnae_original,setor,atividade,regra,fonte,evidencia
46230,22749014000145,COOPERATIVA DE CREDITO DA REGIAO CENTRAL DE MINAS LTDA. - SICOOB UNIAO CENTRAL,64247,Financeiro e Seguros,Bancos,cnae_3:642,CNAE declarada no Portal da Transparência,64247
46231,22751114000106,HWASEUNG AUTOMOTIVE INDUSTRIA DE BORRACHA E COMERCIO BRASIL LTDA.,22196,Químico,Borracha e pneus,cnae_3:221,CNAE declarada no Portal da Transparência,22196
46232,22751182000175,SDB MULTIMIDIA LTDA,47521,Eletrônicos e Eletrodomésticos,Equipamentos de comunicação,cnae_5:47521,CNAE declarada no Portal da Transparência,47521
46233,22751408000219,CIE FORJAS MINAS LTDA,29492,Automotivo,Autopeças,cnae_3:294,CNAE declarada no Portal da Transparência,29492
46234,22751548000106,FENIX GESTAO E MARKETING ESPORTIVO LTDA.,74901,Serviços Profissionais,Outros serviços profissionais,cnae_2:74,CNAE declarada no Portal da Transparência,74901
46235,22751785000177,GREEN MILE BRASIL LOCACAO DE SOFTWARE LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46236,22751883000104,POSTO ANEL VIARIO COMERCIO DE DERIVADOS DE PETROLEO LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
46237,22753966000132,VIDRACARIA IRMAOS PAIVA LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46238,22753982000125,COOPERATIVA DE CREDITO CREDISETE LTDA. - SICOOB CREDISETE,64247,Financeiro e Seguros,Bancos,cnae_3:642,CNAE declarada no Portal da Transparência,64247
46239,22754938000130,VK AVIATION ESCOLA DE AVIACAO CIVIL E MANUTENCAO AERONAUTICA LTDA,85996,Educação,Outras atividades de ensino,cnae_3:859,CNAE declarada no Portal da Transparência,85996
46240,22755556000120,WENGLOR SENSORIC DO BRASIL SOLUCOES LTDA.,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
46241,22755760000141,DTI SEMENTES S.A.,01415,Agropecuária,Sementes e mudas,cnae_3:014,CNAE declarada no Portal da Transparência,01415
46242,22756944000126,POSTO CAETE-MIRIM LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
46243,22757555000115,MARKS NAISINGER VIEGAS,47237,Alimentos e Bebidas,Comércio de bebidas,cnae_5:47237,CNAE declarada no Portal da Transparência,47237
46244,22757729000140,ASSOCIACAO MISSAO DO CEU,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46245,22760839000160,COOPERATIVA DE CREDITO NOSSOCREDITO LTDA. - SICOOB NOSSOCREDITO.,64247,Financeiro e Seguros,Bancos,cnae_3:642,CNAE declarada no Portal da Transparência,64247
46246,22761584015506,FORTBRAS AUTOPECAS S.A.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46247,22761584020267,FORTBRAS AUTOPECAS S.A.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46248,22761584020348,FORTBRAS AUTOPECAS S.A.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46249,22762503000137,EA VALINHOS ALUGUEL DE EQUIPAMENTOS LTDA,77322,Locação de Bens,Locação de máquinas e equipamentos,cnae_3:773,CNAE declarada no Portal da Transparência,77322
46250,22763502000107,PMZ DISTRIBUIDORA S.A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46251,22763502001189,PMZ DISTRIBUIDORA S.A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46252,22763502001774,PMZ DISTRIBUIDORA S.A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46253,22763502002312,PMZ DISTRIBUIDORA S.A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46254,22763502002827,PMZ DISTRIBUIDORA S.A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46255,22763502002908,PMZ DISTRIBUIDORA S.A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46256,22763502005338,PMZ DISTRIBUIDORA S.A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46257,22763792000199,FERNANDA FERREIRA SALVADOR,46893,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46893
46258,22764656000113,KORONA IMPORTACAO LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
46259,22766075000110,FERNANDES COMERCIO DE PECAS PARA EMBARCACOES LTDA,47636,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47636
46260,22768840000131,CONSTRUTORA ETAM LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46261,22769118000111,JBC COMERCIO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E OUTROS PRODUTOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46262,22770216000179,ROBTECH ELETRONICA COMERCIAL LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46263,22770366000182,TEC TOY S.A,26221,Eletrônicos e Eletrodomésticos,Informática,cnae_3:262,CNAE declarada no Portal da Transparência,26221
46264,22770366002207,TEC TOY S.A,26221,Eletrônicos e Eletrodomésticos,Informática,cnae_3:262,CNAE declarada no Portal da Transparência,26221
46265,22770588000103,WAIMEA LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46266,22771150000131,WZLOG COMERCIAL LTDA,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
46267,22772012000177,"SPECIALISTERNE BRASIL CAPACITACAO EM SERVICOS RELACIONADOS A TECNOLOGIA, INFORMATICA E CONSULTORIA EMPRESARIAL LTDA.",62091,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62091
46268,22773291000193,MEU REAL INTELIGENCIA TRIBUTARIA LTDA,69206,Serviços Profissionais,Serviços jurídicos e contábeis,cnae_2:69,CNAE declarada no Portal da Transparência,69206
46269,22773307000168,JBD PRODUTOS MEDICOS LTDA,46451,Saúde,Equipamentos médicos,cnae_5:46451,CNAE declarada no Portal da Transparência,46451
46270,22777692000111,RODOVIARIO LIDER S.A.,49302,Transporte e Logística,Transporte rodoviário de cargas,cnae_3:493,CNAE declarada no Portal da Transparência,49302
46271,22777989000268,INFINITY FASHION COMERCIO E DISTRIBUIDORA LTDA,46419,"Têxtil, Vestuário e Calçados",Têxteis e vestuário,cnae_5:46419,CNAE declarada no Portal da Transparência,46419
46272,22778608000184,VALID LINK SOLUCOES EM RASTREABILIDADE S.A.,62040,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62040
46273,22778636000100,ATIVA SERVICOS DE APOIO ADMINISTRATIVO LTDA,81214,Serviços Administrativos e Operacionais,Limpeza e serviços prediais,cnae_2:81,CNAE declarada no Portal da Transparência,81214
46274,22779005000105,COMBUSTIVEIS ITAPURANGA LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
46275,22780498000195,CASA DE CARIDADE DE MURIAE - HOSPITAL SAO PAULO,86101,Saúde,Hospitais,cnae_3:861,CNAE declarada no Portal da Transparência,86101
46276,22781264000162,CISPER DA AMAZONIA S.A,28691,Máquinas e Equipamentos,Máquinas e equipamentos,cnae_2:28,CNAE declarada no Portal da Transparência,28691
46277,22781806000105,HB ALHOS - EIRELI,46338,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46338
46278,22782280000170,SEMEAR FERTILIDADE - REPRODUCAO HUMANA LTDA,86305,Saúde,Consultórios e clínicas,cnae_3:863,CNAE declarada no Portal da Transparência,86305
46279,22782833000194,BRP BRASIL MOTORSPORTS LTDA,46699,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46699
46280,22782833000518,BRP BRASIL MOTORSPORTS LTDA,46699,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46699
46281,22784305000174,VEC BR LTDA.,71197,Serviços Profissionais,Engenharia e arquitetura,cnae_3:711,CNAE declarada no Portal da Transparência,71197
46282,22786754000151,GONCALO JOSE PIRES PESSOA VICENTE 01796513407,47636,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47636
46283,22786767000120,G 12 SERVICOS E EMPREENDIMENTOS LTDA,82113,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82113
46284,22786872000160,HAMMER CONSULTORIA LTDA,62023,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62023
46285,22787082000107,HFBR ALIMENTOS LTDA,47245,Alimentos e Bebidas,Comércio de alimentos,cnae_3:472,CNAE declarada no Portal da Transparência,47245
46286,22788593000135,ROGERIO MAGGI STANDS,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46287,22789727000132,JC TRANSPORTE LTDA,49299,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49299
46288,22790182000184,CASA DE SAUDE SANTA LUCIA S/A,86101,Saúde,Hospitais,cnae_3:861,CNAE declarada no Portal da Transparência,86101
46289,22793636000170,FARIA E TELES LTDA,10911,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10911
46290,22793733000163,F PELEGRINELLI LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46291,22794235000135,DFP COMERCIAL LTDA,77390,Locação de Bens,Locação de máquinas e equipamentos,cnae_3:773,CNAE declarada no Portal da Transparência,77390
46292,22794712000162,CFLEX MPC DESENVOLVIMENTO E COMERCIALIZACAO DE SISTEMAS LIMITADA,62023,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62023
46293,22797070000155,J F DE OLIVEIRA NAVEGACAO LTDA,50211,Transporte e Logística,Transporte aquaviário,cnae_2:50,CNAE declarada no Portal da Transparência,50211
46294,22797545000103,LENOVO COMERCIAL E DISTRIBUICAO LIMITADA,46516,Eletrônicos e Eletrodomésticos,Informática,cnae_5:46516,CNAE declarada no Portal da Transparência,46516
46295,22797858000161,PRIMEDGE DO BRASIL COMERCIO DE MAQUINAS E EQUIPAMENTOS INDUSTRIA ALIMENTICIAS LTDA,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
46296,22798094000129,FLEX IMP.EXPORT.IND.E COMER DE MAQUIN.E MOTORES LTDA,26221,Eletrônicos e Eletrodomésticos,Informática,cnae_3:262,CNAE declarada no Portal da Transparência,26221
46297,22799684000176,LEADLOVERS TECNOLOGIA LTDA,62031,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62031
46298,22800310000123,JACKSON PAROSCHI DE OLIVEIRA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46299,22800514000164,CALAZANS SERVICOS E NEGOCIOS IMOBILIARIOS LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46300,22800833000170,RODANA RELOGIOS S/A.,47831,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47831
46301,22801180000143,CENTER BROS BAR E LANCHONETE LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46302,22801415000105,TURISMO PRIME LTDA,49221,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49221
46303,22802582000162,GRAOS DE MINAS COMERCIO DE GRAOS LTDA,10996,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10996
46304,22802582000243,GRAOS DE MINAS COMERCIO DE GRAOS LTDA,46320,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46320
46305,22803954000337,ARLA BRASIL INDUSTRIA E COMERCIO LTDA,20991,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20991
46306,22805436000190,METRO IMPORTACAO DE ARTIGOS ELETRONICOS LTDA,47610,"Mídia, Cultura e Entretenimento",Livros e papelaria,cnae_5:47610,CNAE declarada no Portal da Transparência,47610
46307,22806322000165,EPARREI OYA COMERCIO DE COMIDAS E BEBIDAS LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46308,22806528000195,F. F. DA SILVA - MONTAGEM E INSTALACAO DE EQUIPAMENTOS,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46309,22807390000300,J.G. MOVEIS E EQUIPAMENTOS PARA ESCRITORIO LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
46310,22809721000180,AMPELMANN DO BRASIL PRODUTOS E SERVICOS OFFSHORE LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46311,22810604000136,"ABSOLUT INDUSTRIA, COMERCIO E SERVICOS LTDA",10996,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10996
46312,22810892000129,LOWEDJ ENTRETENIMENTOS LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
46313,22811211000147,JULIANA DE SOUZA DILL 00143681028,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46314,22811775000180,C BLINDADOS S.A.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46315,22813106000147,HBR PROJETOS EM EDUCACAO LTDA,85937,Educação,Outras atividades de ensino,cnae_3:859,CNAE declarada no Portal da Transparência,85937
46316,22813280000190,2M3D INDUSTRIA E COMERCIO DE PLASTICOS LTDA,20401,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20401
46317,22815345000136,ORA SERVICOS DE TELECOMUNICACOES LTDA,61108,Telecomunicações,Telecomunicações,cnae_2:61,CNAE declarada no Portal da Transparência,61108
46318,22817855000142,NITROSK8 COMERCIO DE ARTIGOS ESPORTIVOS LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
46319,22818276000114,CDP CENTRO DE DIAGNOSTICOS E PESQUISA LTDA,86402,Saúde,Diagnóstico e terapias,cnae_3:864,CNAE declarada no Portal da Transparência,86402
46320,22818305000148,CANTIERI MIX - CONCRETO USINADO LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46321,22819418000168,SABOR DE FRANCE PANIFICADORA LTDA,10911,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10911
46322,22823747000182,ATLANTICO RM LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46323,22823882000128,VIPTECH DESENVOLVIMENTO DE PROGRAMAS LTDA,62015,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62015
46324,22824751000165,TELECOM- COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA LTDA,47521,Eletrônicos e Eletrodomésticos,Equipamentos de comunicação,cnae_5:47521,CNAE declarada no Portal da Transparência,47521
46325,22825032000169,RESTAURANTE DA ILHA LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46326,22825574000131,HORTIGRAN DISTRIBUIDORA IMPORTACAO E EXPORTACAO LTDA,46338,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46338
46327,22825574000301,HORTIGRAN DISTRIBUIDORA IMPORTACAO E EXPORTACAO LTDA,46338,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46338
46328,22826382000140,APEDIA COMERCIO E REPRESENTACOES LTDA,46931,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46931
46329,22826899000139,BC COSTA RESTAURANTE LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46330,22828470000180,CENTRO DE EDUCACAO EXECUTIVA DO NORTE LTDA,85325,Educação,Ensino superior,cnae_3:853,CNAE declarada no Portal da Transparência,85325
46331,22829604000188,MAXIMA LOGISTICA E DISTRIBUICAO LTDA,46460,Higiene e Cosméticos,Limpeza e cosméticos,cnae_5:46460,CNAE declarada no Portal da Transparência,46460
46332,22829913000158,RACH ATACADISTA LTDA,46931,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46931
46333,22830190000107,RESERVAR NORONHA OPERADORA DE TURISMO LTDA,79902,"Turismo, Hotelaria e Alimentação",Turismo e agências de viagens,cnae_2:79,CNAE declarada no Portal da Transparência,79902
46334,22834405000168,BNB IMPORTACAO E EXPORTACAO LTDA,46397,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46397
46335,22834454000109,MELTWATER NEWS SOFTWARE BRASIL LTDA,62031,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62031
46336,22834598000157,WEN TRANSPORTE E TURISMO LTDA,49299,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49299
46337,22838784000164,E. G. REIS LTDA,74901,Serviços Profissionais,Outros serviços profissionais,cnae_2:74,CNAE declarada no Portal da Transparência,74901
