estab_id,cnpj,razao_social,cnae_original,setor,atividade,regra,fonte,evidencia
46075,22626446000169,RENOWA TECNOLOGIA DE SERVICOS LTDA,81117,Serviços Administrativos e Operacionais,Limpeza e serviços prediais,cnae_2:81,CNAE declarada no Portal da Transparência,81117
46076,22626488000108,BOWEN IMPORTACAO E EXPORTACAO LTDA,47890,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47890
46077,22626488000280,BOWEN IMPORTACAO E EXPORTACAO LTDA,47890,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47890
46078,22626699000132,FX AMERICA IMPORTACAO E EXPORTACAO S.A.,46346,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46346
46079,22627035000198,POWER BEAR DO BRASIL - EQUIPAMENTOS PARA GESTAO DE RESIDUOS LTDA,46699,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46699
46080,22627818000171,MARCUS VINICIUS ARAUJO SANTOS LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46081,22629103000158,DKUNC SERVICO DE TECNOLOGIA DA INFORMACAO LTDA,62023,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62023
46082,22629698000141,VISIONARI COMERCIO ARTIGOS DE OTICA LTDA,47741,Saúde,Óptica,cnae_5:47741,CNAE declarada no Portal da Transparência,47741
46083,22630711000182,RURAL CENTER PRODUTOS AGROPECUARIOS LTDA,47717,Farmacêutico,Farmacêutico,cnae_5:47717,CNAE declarada no Portal da Transparência,47717
46084,22633897000123,GREATTI & UEHARA COMERCIO DE PECAS PARA AUTOMACAO INDUSTRIAL LTDA,47890,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47890
46085,22634001000120,"DSB TURISMO, EVENTOS E SERVICOS LTDA",79112,"Turismo, Hotelaria e Alimentação",Turismo e agências de viagens,cnae_2:79,CNAE declarada no Portal da Transparência,79112
46086,22634142000143,GL PRODUCOES E EVENTOS LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
46087,22634191000267,CELBA - CENTRAIS ELETRICAS BARCARENA SA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46088,22635177000105,MEDICOM LTDA,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
46089,22635188000187,EVOLUZ ENGENHARIA LTDA,27104,Máquinas e Equipamentos,Equipamentos elétricos,cnae_2:27,CNAE declarada no Portal da Transparência,27104
46090,22635573000124,GIOVENZANA DO BRASIL COMERCIO DE PRODUTOS ELETROMECANICOS LTDA,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
46091,22635648000177,HYPERFLOW SOLUCOES TECNOLOGICAS LTDA,62015,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62015
46092,22636003000159,VERBIND DO BRASIL LTDA,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
46093,22636165000197,CMA CGM LOG DO BRASIL AGENCIAMENTO DE CARGAS E SERVICOS LOGISTICOS LTDA.,52508,Transporte e Logística,Armazenagem e serviços de transporte,cnae_2:52,CNAE declarada no Portal da Transparência,52508
46094,22636992000180,LUND LTDA,46231,Agropecuária,Comércio de matérias-primas agropecuárias,cnae_3:462,CNAE declarada no Portal da Transparência,46231
46095,22639377000128,"SINOSSERRA FINANCEIRA S/A - SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO",64361,Financeiro e Seguros,Crédito e financiamento,cnae_3:643,CNAE declarada no Portal da Transparência,64361
46096,22642565000105,"CP2 CONSULTORIA, PESQUISA E PLANEJAMENTO LTDA.",73203,Serviços Profissionais,Publicidade e pesquisa de mercado,cnae_2:73,CNAE declarada no Portal da Transparência,73203
46097,22642992000193,PAULO ROBERTO EVENTOS LTDA,77390,Locação de Bens,Locação de máquinas e equipamentos,cnae_3:773,CNAE declarada no Portal da Transparência,77390
46098,22643579000143,SONACA ENGENHARIA LTDA,30423,Aviação,Indústria aeronáutica,cnae_3:304,CNAE declarada no Portal da Transparência,30423
46099,22644161000150,MAURICIO PEREIRA TRANSPORTES LTDA,49299,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49299
46100,22644513000178,SAM BUSINESS LTDA,82113,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82113
46101,22644958000158,FERRUGEM PRODUCOES ARTISTICAS LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
46102,22646195000184,L C DOS S MATIAS JUNIOR LTDA,47636,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47636
46103,22646741000187,BT JOINVILLE HOTEIS LTDA.,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46104,22648227000180,ARVIEIRA COMERCIO DE ALIMENTACAO LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46105,22651194000128,FUNDICAO SIDERAL LTDA,24512,Mineração e Metalurgia,Fundição,cnae_3:245,CNAE declarada no Portal da Transparência,24512
46106,22654772000180,TENTOS DO SUL COMERCIAL AGRICOLA LTDA,46231,Agropecuária,Comércio de matérias-primas agropecuárias,cnae_3:462,CNAE declarada no Portal da Transparência,46231
46107,22654846000188,MINAS SUL EMPREENDIMENTOS EM ALIMENTACAO COLETIVA LTDA,56201,"Turismo, Hotelaria e Alimentação",Alimentação coletiva e bufês,cnae_3:562,CNAE declarada no Portal da Transparência,56201
46108,22655038000135,SACCOMANNO DISTRIBUIDORA DE MAQUINAS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46109,22655614000578,MADEIRANIT MATERIAIS PARA CONSTRUCAO LTDA,47890,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47890
46110,22656263000196,OCTAVIO TOBIAS SIQUEIRA 31785494805,79112,"Turismo, Hotelaria e Alimentação",Turismo e agências de viagens,cnae_2:79,CNAE declarada no Portal da Transparência,79112
46111,22656789000176,COOPERATIVA DE CREDITO CREDISUDESTE LTDA.-SICOOB CREDISUDESTE,64247,Financeiro e Seguros,Bancos,cnae_3:642,CNAE declarada no Portal da Transparência,64247
46112,22656847000161,VIDROMINAS INDUSTRIA E COMERCIO LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46113,22656883000125,QPRO SOLUCOES EM AUDIO LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
46114,22658715000179,ZOM OPTICS BRASIL IMPORTACAO COMERCIO E DISTRIBUIDORA LTDA,47741,Saúde,Óptica,cnae_5:47741,CNAE declarada no Portal da Transparência,47741
46115,22659669000122,ORM COMERCIO DE ALIMENTOS LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46116,22660186000148,"E.G.G. ENTRETENIMENTO, CONSULTORIA E PRODUCAO DE EVENTOS LTDA",82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46117,22660652000195,CASTRO & BARRA NASCIMENTO COMERCIO DE ALIMENTOS LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46118,22661482000163,FREIOPECAS LTDA,47415,Materiais de Construção,Materiais de construção,cnae_3:474,CNAE declarada no Portal da Transparência,47415
46119,22664939000193,BT FLORIANOPOLIS HOTEIS LTDA.,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46120,22665082000126,PAULO EMILIO EVENTOS LTDA.,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
46121,22665483000186,POSTO CANDANGO LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
46122,22666341000133,PRONTOCLINICA E HOSPITAIS SAO LUCAS SA,65502,Financeiro e Seguros,Seguros e previdência,cnae_2:65,CNAE declarada no Portal da Transparência,65502
46123,22666444000101,FABRIZIO ASPRINO LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
46124,22667276000241,OLDTOWN IMPORTADORA E COMERCIO LTDA,46371,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46371
46125,22667682000123,LDD IMPORTACAO E EXPORTACAO LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
46126,22669145000112,AUTO POSTO ICARO II LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
46127,22669749000169,NF E PRODUCOES LTDA,59111,"Mídia, Cultura e Entretenimento",Audiovisual e música,cnae_2:59,CNAE declarada no Portal da Transparência,59111
46128,22669915000127,SOEMOC - SOCIEDADE EDUCATIVA MOC LTDA EM RECUPERACAO JUDICIAL,85325,Educação,Ensino superior,cnae_3:853,CNAE declarada no Portal da Transparência,85325
46129,22669931000110,IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS,86101,Saúde,Hospitais,cnae_3:861,CNAE declarada no Portal da Transparência,86101
46130,22671564000199,DENVER SOLDAS S.A.,25993,Mineração e Metalurgia,Produtos de metal,cnae_2:25,CNAE declarada no Portal da Transparência,25993
46131,22672420000157,GREEN CARIACICA COMERCIO DE PECAS LTDA.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46132,22673347000138,SOMAI NORDESTE S/A,01555,Agropecuária,Pecuária,cnae_3:015,CNAE declarada no Portal da Transparência,01555
46133,22675283000104,CORUJA PRODUCOES DE EVENTOS LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
46134,22677264000117,MONTES CLAROS VEICULOS E PECAS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46135,22678145000189,EDINALVA FERREIRA XAVIER EVENTOS LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
46136,22678553000130,AGRITER AGRONEGOCIOS LTDA,01156,Agropecuária,Agricultura,cnae_3:011,CNAE declarada no Portal da Transparência,01156
46137,22678553000564,AGRITER AGRONEGOCIOS LTDA,01156,Agropecuária,Agricultura,cnae_3:011,CNAE declarada no Portal da Transparência,01156
46138,22678969000159,QUALYMULTI SERVICOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46139,22679244000185,GREEN COCO BEBIDAS NATURAIS DO BRASIL LTDA,10333,Alimentos e Bebidas,Frutas e vegetais processados,cnae_3:103,CNAE declarada no Portal da Transparência,10333
46140,22680187000154,NUTRI CARE PRODUTOS PARA SAUDE LTDA,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
46141,22680992000188,JJ HOTELS GROUP LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46142,22682168000167,RBJL COMERCIO DE BICICLETAS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46143,22682655000120,INFLUENZA PRODUCOES LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46144,22682852000149,MEASURE SOLUCOES EM GEOMENSURA LTDA,71197,Serviços Profissionais,Engenharia e arquitetura,cnae_3:711,CNAE declarada no Portal da Transparência,71197
46145,22683110000138,ECS COMERCIO DE PNEUS LTDA,82113,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82113
46146,22683135000131,TRANSFORMA PRODUCOES CULTURAIS LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
46147,22683554000173,SISTEMAS DO FUTURO - SOFTWARE E SERVICOS CULTURAIS LTDA,62091,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62091
46148,22683676000160,ANALISE INFORMATICA LTDA.,26213,Eletrônicos e Eletrodomésticos,Informática,cnae_3:262,CNAE declarada no Portal da Transparência,26213
46149,22683793000123,G2 ECOENERGIA SOLAR LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46150,22684056000145,GANIME & ABIAD PRODUCOES ARTISTICAS LTDA,59111,"Mídia, Cultura e Entretenimento",Audiovisual e música,cnae_2:59,CNAE declarada no Portal da Transparência,59111
46151,22684834000104,Integrada Combustiveis e Logistica Ltda,46818,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_5:46818,CNAE declarada no Portal da Transparência,46818
46152,22685030000111,MAGAZINE TORRA TORRA LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46153,22685341000180,LIMA & PERGHER INDUSTRIA E COMERCIO S/A,46460,Higiene e Cosméticos,Limpeza e cosméticos,cnae_5:46460,CNAE declarada no Portal da Transparência,46460
46154,22685341000261,LIMA & PERGHER INDUSTRIA E COMERCIO S/A,20631,Higiene e Cosméticos,Limpeza e cosméticos,cnae_3:206,CNAE declarada no Portal da Transparência,20631
46155,22685341000695,LIMA & PERGHER INDUSTRIA E COMERCIO S/A,20622,Higiene e Cosméticos,Limpeza e cosméticos,cnae_3:206,CNAE declarada no Portal da Transparência,20622
46156,22685341002396,LIMA & PERGHER INDUSTRIA E COMERCIO S/A,20622,Higiene e Cosméticos,Limpeza e cosméticos,cnae_3:206,CNAE declarada no Portal da Transparência,20622
46157,22685640000115,JF TRANSPORTE CONSTRUCOES LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46158,22686757000113,ISBRA FLORESTAL LTDA,02306,"Madeira, Papel e Celulose",Silvicultura,cnae_2:02,CNAE declarada no Portal da Transparência,02306
46159,22686804000129,TOP TRADE IMPORTACAO E EXPORTACAO LTDA,46427,"Têxtil, Vestuário e Calçados",Têxteis e vestuário,cnae_5:46427,CNAE declarada no Portal da Transparência,46427
46160,22688729000135,PONTUAL SERVICOS EMPRESARIAL LTDA,78302,Serviços Administrativos e Operacionais,Seleção e locação de mão de obra,cnae_2:78,CNAE declarada no Portal da Transparência,78302
46161,22688889000265,STYLUX BRASIL SISTEMAS DE ILUMINACAO E ENERGIA S.A.,46737,Materiais de Construção,Materiais de construção,cnae_3:467,CNAE declarada no Portal da Transparência,46737
46162,22688889000346,STYLUX BRASIL SISTEMAS DE ILUMINACAO E ENERGIA S.A.,70204,Serviços Profissionais,Consultoria e sedes de empresas,cnae_2:70,CNAE declarada no Portal da Transparência,70204
46163,22690390000101,AUTO LOTACAO PRINCESA DO NORTE LTDA,49213,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49213
46164,22690836000106,FERNANDES E FERNANDES COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS LTDA,46346,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46346
46165,22690836000289,FERNANDES E FERNANDES COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS LTDA,47229,Alimentos e Bebidas,Comércio de alimentos,cnae_3:472,CNAE declarada no Portal da Transparência,47229
46166,22690864000115,BT MANAUS HOTEIS LTDA.,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46167,22690912000175,MULTI CULT PROMOCOES LTDA.,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46168,22691499000163,BOULEVARD HOTEL ADMINISTRADORA LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46169,22693737000170,OLIVA CARIOCA RESTAURANTE LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46170,22694602000129,BOCA ROSA COMPANY LTDA,73114,Serviços Profissionais,Publicidade e pesquisa de mercado,cnae_2:73,CNAE declarada no Portal da Transparência,73114
46171,22698394000136,ALVO TERCEIRIZACAO EM SERVICOS ESPECIALIZADOS LTDA,81214,Serviços Administrativos e Operacionais,Limpeza e serviços prediais,cnae_2:81,CNAE declarada no Portal da Transparência,81214
46172,22702382000138,VINOR AGRONEGOCIOS LTDA,01326,Agropecuária,Agricultura,cnae_3:013,CNAE declarada no Portal da Transparência,01326
46173,22704204000146,CLEVERTON CASAGRANDE POLLI LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46174,22704850000103,MRH VEICULOS LTDA.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46175,22705434000120,BLUE CYCLE & FISHING DISTRIBUIDORA S/A,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
46176,22705580000155,RAL CONSULTORIA E REPRESENTACAO COMERCIAL LTDA.,73203,Serviços Profissionais,Publicidade e pesquisa de mercado,cnae_2:73,CNAE declarada no Portal da Transparência,73203
46177,22707948000114,HIT AUTOMOVEIS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46178,22708230000142,FIAIZ COMERCIO DE INFORMATICA LTDA,46516,Eletrônicos e Eletrodomésticos,Informática,cnae_5:46516,CNAE declarada no Portal da Transparência,46516
46179,22708884000176,KING FRUIT - COMERCIO E IMPORTACAO DE HORTIFRUTI LTDA.,46338,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46338
46180,22709109000135,BENEFICENCIA SOCIAL BOM SAMARITANO,86909,Saúde,Outros serviços de saúde,cnae_3:869,CNAE declarada no Portal da Transparência,86909
46181,22709447000177,CENOGRAFIA STANDS LTDA,73190,Serviços Profissionais,Publicidade e pesquisa de mercado,cnae_2:73,CNAE declarada no Portal da Transparência,73190
46182,22710977000135,LAGOM VEICULOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46183,22711767000161,DENIS DEYLER MORAES LTDA,49299,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49299
46184,22712005000180,AVL HOTEIS LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46185,22712188000133,TMC - TERMINAL MULTIMODAL DE CARGAS E BENEFICIAMENTO DE COQUE LTDA,52117,Transporte e Logística,Armazenagem e serviços de transporte,cnae_2:52,CNAE declarada no Portal da Transparência,52117
46186,22713075000152,B DE A CIPRIANO GEMAS,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
46187,22713368000130,SIMPLIFIQUE COMERCIO DE MATERIAL DE CONSTRUCAO LTDA,46796,Materiais de Construção,Materiais de construção,cnae_3:467,CNAE declarada no Portal da Transparência,46796
46188,22716628000120,AEROPLACE MANUTENCAO DE AERONAVES LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46189,22716895000360,J.A. HARD NUTRITION LTDA,47296,Alimentos e Bebidas,Comércio de alimentos e tabaco,cnae_5:47296,CNAE declarada no Portal da Transparência,47296
46190,22717541000178,INNOVATIVE SEED SOLUTIONS BRASIL SEMENTES INOVADORAS LTDA.,01415,Agropecuária,Sementes e mudas,cnae_3:014,CNAE declarada no Portal da Transparência,01415
46191,22717541000330,INNOVATIVE SEED SOLUTIONS BRASIL SEMENTES INOVADORAS LTDA.,01415,Agropecuária,Sementes e mudas,cnae_3:014,CNAE declarada no Portal da Transparência,01415
46192,22717796000130,GIGAMON DO BRASIL TECNOLOGIA LTDA.,62091,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62091
46193,22719675000128,RIBALTA HOTELARIA E TURISMO LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46194,22719686000108,ACOTEL INDUSTRIA E COMERCIO LTDA,25993,Mineração e Metalurgia,Produtos de metal,cnae_2:25,CNAE declarada no Portal da Transparência,25993
46195,22720782000176,MAIS EMPREENDIMENTOS E PARTICIPACOES LTDA,68226,Imobiliário,Imobiliário,cnae_2:68,CNAE declarada no Portal da Transparência,68226
46196,22720791000167,UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MEDICO LTDA,65502,Financeiro e Seguros,Seguros e previdência,cnae_2:65,CNAE declarada no Portal da Transparência,65502
46197,22722446000162,Q B COMERCIO DE SISTEMAS DE CODIFICACAO INDUSTRIAL LTDA.,47890,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47890
46198,22723361000107,DFB HOLDING CONTROLE LTDA,64620,Holdings e Participações,Holdings e participações,cnae_3:646,CNAE declarada no Portal da Transparência,64620
46199,22724412000107,EUPHORIA EVENTOS LTDA.,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46200,22724710000105,COOPERATIVA DE CREDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES,64247,Financeiro e Seguros,Bancos,cnae_3:642,CNAE declarada no Portal da Transparência,64247
46201,22725405000120,ASSURANT SOLUTIONS COMERCIO E SERVICOS DE EQUIPAMENTOS ELETRONICOS LTDA.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46202,22726825000120,LOGIS COMERCIO ATACADISTA DE COSMETICOS LTDA,46460,Higiene e Cosméticos,Limpeza e cosméticos,cnae_5:46460,CNAE declarada no Portal da Transparência,46460
46203,22727141000143,CASAROSA HOTEL LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46204,22728629000195,LINUS LIGUERA ALIMENTOS LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46205,22729620000107,SILMEN EMPREENDIMENTOS E PARTICIPACOES LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
46206,22729872000128,NORTE.NET TELECOMUNICACOES LTDA,61108,Telecomunicações,Telecomunicações,cnae_2:61,CNAE declarada no Portal da Transparência,61108
46207,22730855000100,MROTTO INDUSTRIA TEXTIL LTDA,14126,"Têxtil, Vestuário e Calçados",Vestuário,cnae_2:14,CNAE declarada no Portal da Transparência,14126
46208,22730871000101,MARCOS L RODRIGUES HIDRAULICA E PNEUMATICA LTDA,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
46209,22730932000122,FIGUEIRA TRES COMERCIO E DERIVADOS DE COMBUSTIVEL LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
46210,22731205000180,W D TECH SERVICOS DE MANUTENCAO DE ELETROELETRONICOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46211,22731488000160,MARRMA RESTAURANTE LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46212,22733062000145,MARTINS CARVALHO SERVICOS MEDICOS,86305,Saúde,Consultórios e clínicas,cnae_3:863,CNAE declarada no Portal da Transparência,86305
46213,22733900000180,UDURA COMPOSITES LTDA,20401,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20401
46214,22733937000109,AVANZA TECNOLOGIA DA INFORMACAO LTDA,62091,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62091
46215,22734153000103,M&B RESTAURANTE GOURMET LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46216,22734340000189,FLOR DE LIZ IMPORTS LTDA,47890,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47890
46217,22734344000167,ITALMOBILITY VEICULOS ESPECIAIS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46218,22734414000187,MENEGOTTO & SANTO LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
46219,22737571000146,FIAT CHRYSLER FINANCAS BRASIL LTDA.,70204,Serviços Profissionais,Consultoria e sedes de empresas,cnae_2:70,CNAE declarada no Portal da Transparência,70204
46220,22738669000118,S.A.P. COMERCIO E RESTAURANTE LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
46221,22739299000133,LL LOG TRANSPORTES DE CARGAS LTDA,49302,Transporte e Logística,Transporte rodoviário de cargas,cnae_3:493,CNAE declarada no Portal da Transparência,49302
46222,22739986000159,BRA MEDICAL SOLUTION COMERCIO DE EQUIPAMENTOS PARA SAUDE LTDA,46648,Saúde,Equipamentos médicos,cnae_5:46648,CNAE declarada no Portal da Transparência,46648
46223,22740632000124,GENVOLT GERADORES E SERVICOS LTDA,77390,Locação de Bens,Locação de máquinas e equipamentos,cnae_3:773,CNAE declarada no Portal da Transparência,77390
46224,22741809000107,COUTINHO COMERCIO DE REFRIGERACAO E MATERIAIS ELETRICOS E AUTOMACAO LTDA,47571,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47571
46225,22741985000149,BEM SAO PAULO EVENTOS E TURISMO LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
46226,22745178000102,CONSTRUTORA PONTAL EMPREENDIMENTOS IMOBILIARIOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
46227,22745194000197,SUPERMERCADOS LOURENCO LTDA,47113,Alimentos e Bebidas,Supermercados,cnae_5:47113,CNAE declarada no Portal da Transparência,47113
46228,22745650000107,LITON CHEMICALS INDUSTRIA E COMERCIO LTDA,20916,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20916
46229,22745664000112,GRAND COMMERCE LTDA,47423,Materiais de Construção,Materiais de construção,cnae_3:474,CNAE declarada no Portal da Transparência,47423
